PSnF,PS,PL,PC,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.743,0.698,0.827,0.827,3,28,46,48,0.85,0.022,12,16
0.743,0.698,0.816,0.816,2,31,46,39,0.9,0.022,12,16
0.743,0.698,0.788,0.788,0,38,46,14,0.95,0.022,12,16
0.743,0.615,0.631,0.631,59,7,46,65,0.5,0.045,12,16
0.743,0.615,0.832,0.832,2,28,46,16,0.8,0.045,12,16
0.743,0.615,0.816,0.816,2,31,46,14,0.85,0.045,12,16
0.743,0.615,0.816,0.816,2,31,46,13,0.9,0.045,12,16
0.743,0.615,0.737,0.737,0,47,46,4,0.95,0.045,12,16
0.743,0.615,0.816,0.816,14,19,46,1,0.5,0.18,12,16
0.743,0.615,0.615,0.615,0,69,46,0,0.8,0.18,12,16
0.743,0.615,0.615,0.615,0,69,46,0,0.85,0.18,12,16
0.743,0.615,0.615,0.615,0,69,46,0,0.9,0.18,12,16
0.743,0.615,0.615,0.615,0,69,46,0,0.95,0.18,12,16
0.743,0.743,0.631,0.631,59,7,48,1225,0.5,0.0,12,18
0.743,0.743,0.832,0.832,5,25,48,526,0.8,0.0,12,18
0.743,0.743,0.832,0.832,4,26,48,407,0.85,0.0,12,18
0.743,0.743,0.81,0.81,3,31,48,364,0.9,0.0,12,18
0.743,0.743,0.788,0.799,0,36,48,325,0.95,0.0,12,18
0.743,0.743,0.631,0.631,59,7,48,1075,0.5,0.001,12,18
0.743,0.743,0.832,0.832,5,25,48,376,0.8,0.001,12,18
0.743,0.743,0.832,0.832,4,26,48,257,0.85,0.001,12,18
0.743,0.743,0.81,0.81,3,31,48,214,0.9,0.001,12,18
0.743,0.743,0.788,0.799,0,36,48,175,0.95,0.001,12,18
0.743,0.743,0.631,0.631,59,7,48,927,0.5,0.003,12,18
0.743,0.743,0.832,0.832,5,25,48,328,0.8,0.003,12,18
0.743,0.743,0.832,0.832,4,26,48,209,0.85,0.003,12,18
0.743,0.743,0.81,0.81,3,31,48,166,0.9,0.003,12,18
0.743,0.743,0.788,0.799,0,36,48,127,0.95,0.003,12,18
0.743,0.743,0.631,0.631,59,7,48,688,0.5,0.006,12,18
0.743,0.743,0.832,0.832,5,25,48,280,0.8,0.006,12,18
0.743,0.743,0.832,0.832,4,26,48,161,0.85,0.006,12,18
0.743,0.743,0.81,0.81,3,31,48,118,0.9,0.006,12,18
0.743,0.743,0.788,0.799,0,36,48,79,0.95,0.006,12,18
0.743,0.726,0.631,0.631,59,7,48,394,0.5,0.011,12,18
0.743,0.726,0.832,0.832,5,25,48,137,0.8,0.011,12,18
0.743,0.726,0.821,0.821,4,28,48,90,0.85,0.011,12,18
0.743,0.726,0.81,0.81,3,31,48,69,0.9,0.011,12,18
0.743,0.726,0.788,0.788,0,38,48,30,0.95,0.011,12,18
0.743,0.698,0.631,0.631,59,7,48,180,0.5,0.022,12,18
0.743,0.698,0.844,0.844,3,25,48,59,0.8,0.022,12,18
0.743,0.698,0.827,0.827,3,28,48,45,0.85,0.022,12,18
0.743,0.698,0.816,0.816,2,31,48,38,0.9,0.022,12,18
0.743,0.698,0.788,0.788,0,38,48,13,0.95,0.022,12,18
0.743,0.615,0.631,0.631,59,7,48,66,0.5,0.045,12,18
0.743,0.615,0.832,0.832,2,28,48,16,0.8,0.045,12,18
0.743,0.615,0.816,0.816,2,31,48,14,0.85,0.045,12,18
0.743,0.615,0.816,0.816,2,31,48,13,0.9,0.045,12,18
0.743,0.615,0.737,0.737,0,47,48,4,0.95,0.045,12,18
0.743,0.615,0.816,0.816,14,19,48,1,0.5,0.18,12,18
0.743,0.615,0.615,0.615,0,69,48,0,0.8,0.18,12,18
0.743,0.615,0.615,0.615,0,69,48,0,0.85,0.18,12,18
0.743,0.615,0.615,0.615,0,69,48,0,0.9,0.18,12,18
0.743,0.615,0.615,0.615,0,69,48,0,0.95,0.18,12,18
0.743,0.709,0.631,0.631,59,7,36,1006,0.5,0.0,14,4
0.743,0.709,0.793,0.793,2,35,36,456,0.8,0.0,14,4
0.743,0.709,0.793,0.793,1,36,36,351,0.85,0.0,14,4
0.743,0.709,0.737,0.737,0,47,36,299,0.9,0.0,14,4
0.743,0.709,0.737,0.737,0,47,36,266,0.95,0.0,14,4
0.743,0.709,0.631,0.631,59,7,36,868,0.5,0.001,14,4
0.743,0.709,0.793,0.793,2,35,36,318,0.8,0.001,14,4
0.743,0.709,0.793,0.793,1,36,36,213,0.85,0.001,14,4
0.743,0.709,0.737,0.737,0,47,36,161,0.9,0.001,14,4
0.743,0.709,0.737,0.737,0,47,36,128,0.95,0.001,14,4
0.743,0.709,0.631,0.631,59,7,36,773,0.5,0.003,14,4
0.743,0.709,0.793,0.793,2,35,36,290,0.8,0.003,14,4
0.743,0.709,0.793,0.793,1,36,36,185,0.85,0.003,14,4
0.743,0.709,0.737,0.737,0,47,36,133,0.9,0.003,14,4
0.743,0.709,0.737,0.737,0,47,36,100,0.95,0.003,14,4
0.743,0.709,0.631,0.631,59,7,36,610,0.5,0.006,14,4
0.743,0.709,0.793,0.793,2,35,36,254,0.8,0.006,14,4
0.743,0.709,0.793,0.793,1,36,36,149,0.85,0.006,14,4
0.743,0.709,0.737,0.737,0,47,36,97,0.9,0.006,14,4
0.743,0.709,0.737,0.737,0,47,36,64,0.95,0.006,14,4
0.743,0.709,0.631,0.631,59,7,36,383,0.5,0.011,14,4
0.743,0.709,0.793,0.793,2,35,36,143,0.8,0.011,14,4
0.743,0.709,0.777,0.777,1,39,36,92,0.85,0.011,14,4
0.743,0.709,0.737,0.737,0,47,36,65,0.9,0.011,14,4
0.743,0.709,0.737,0.737,0,47,36,32,0.95,0.011,14,4
0.743,0.698,0.631,0.631,59,7,36,193,0.5,0.022,14,4
0.743,0.698,0.799,0.799,1,35,36,55,0.8,0.022,14,4
0.743,0.698,0.777,0.777,1,39,36,42,0.85,0.022,14,4
0.743,0.698,0.737,0.737,0,47,36,35,0.9,0.022,14,4
0.743,0.698,0.737,0.737,0,47,36,17,0.95,0.022,14,4
0.743,0.615,0.631,0.631,59,7,36,78,0.5,0.045,14,4
0.743,0.615,0.771,0.771,0,41,36,14,0.8,0.045,14,4
0.743,0.615,0.749,0.749,0,45,36,12,0.85,0.045,14,4
0.743,0.615,0.737,0.737,0,47,36,11,0.9,0.045,14,4
0.743,0.615,0.737,0.737,0,47,36,6,0.95,0.045,14,4
0.743,0.615,0.816,0.816,14,19,36,2,0.5,0.18,14,4
0.743,0.615,0.615,0.615,0,69,36,0,0.8,0.18,14,4
0.743,0.615,0.615,0.615,0,69,36,0,0.85,0.18,14,4
0.743,0.615,0.615,0.615,0,69,36,0,0.9,0.18,14,4
0.743,0.615,0.615,0.615,0,69,36,0,0.95,0.18,14,4
0.743,0.709,0.631,0.631,59,7,38,1067,0.5,0.0,14,6
0.743,0.709,0.793,0.793,2,35,38,476,0.8,0.0,14,6
0.743,0.709,0.793,0.793,1,36,38,375,0.85,0.0,14,6
0.743,0.709,0.737,0.737,0,47,38,322,0.9,0.0,14,6
0.743,0.709,0.737,0.737,0,47,38,286,0.95,0.0,14,6
0.743,0.709,0.631,0.631,59,7,38,922,0.5,0.001,14,6
0.743,0.709,0.793,0.793,2,35,38,331,0.8,0.001,14,6
0.743,0.709,0.793,0.793,1,36,38,230,0.85,0.001,14,6
0.743,0.709,0.737,0.737,0,47,38,177,0.9,0.001,14,6
0.743,0.709,0.737,0.737,0,47,38,141,0.95,0.001,14,6
0.743,0.709,0.631,0.631,59,7,38,814,0.5,0.003,14,6
0.743,0.709,0.793,0.793,2,35,38,296,0.8,0.003,14,6
0.743,0.709,0.793,0.793,1,36,38,195,0.85,0.003,14,6
0.743,0.709,0.737,0.737,0,47,38,142,0.9,0.003,14,6
0.743,0.709,0.737,0.737,0,47,38,106,0.95,0.003,14,6
0.743,0.709,0.631,0.631,59,7,38,629,0.5,0.006,14,6
0.743,0.709,0.793,0.793,2,35,38,260,0.8,0.006,14,6
0.743,0.709,0.793,0.793,1,36,38,159,0.85,0.006,14,6
0.743,0.709,0.737,0.737,0,47,38,106,0.9,0.006,14,6
0.743,0.709,0.737,0.737,0,47,38,70,0.95,0.006,14,6
0.743,0.709,0.631,0.631,59,7,38,384,0.5,0.011,14,6
0.743,0.709,0.793,0.793,2,35,38,138,0.8,0.011,14,6
0.743,0.709,0.777,0.777,1,39,38,94,0.85,0.011,14,6
0.743,0.709,0.737,0.737,0,47,38,68,0.9,0.011,14,6
0.743,0.709,0.737,0.737,0,47,38,32,0.95,0.011,14,6
0.743,0.698,0.631,0.631,59,7,38,184,0.5,0.022,14,6
0.743,0.698,0.799,0.799,1,35,38,52,0.8,0.022,14,6
0.743,0.698,0.777,0.777,1,39,38,41,0.85,0.022,14,6
0.743,0.698,0.737,0.737,0,47,38,34,0.9,0.022,14,6
0.743,0.698,0.737,0.737,0,47,38,16,0.95,0.022,14,6
0.743,0.615,0.631,0.631,59,7,38,70,0.5,0.045,14,6
0.743,0.615,0.771,0.771,0,41,38,12,0.8,0.045,14,6
0.743,0.615,0.749,0.749,0,45,38,11,0.85,0.045,14,6
0.743,0.615,0.737,0.737,0,47,38,10,0.9,0.045,14,6
0.743,0.615,0.737,0.737,0,47,38,5,0.95,0.045,14,6
0.743,0.615,0.816,0.816,14,19,38,2,0.5,0.18,14,6
0.743,0.615,0.615,0.615,0,69,38,0,0.8,0.18,14,6
0.743,0.615,0.615,0.615,0,69,38,0,0.85,0.18,14,6
0.743,0.615,0.615,0.615,0,69,38,0,0.9,0.18,14,6
0.743,0.615,0.615,0.615,0,69,38,0,0.95,0.18,14,6
0.743,0.709,0.631,0.631,59,7,40,1150,0.5,0.0,14,8
0.743,0.709,0.838,0.838,4,25,40,519,0.8,0.0,14,8
0.743,0.709,0.838,0.838,3,26,40,412,0.85,0.0,14,8
0.743,0.709,0.816,0.816,2,31,40,354,0.9,0.0,14,8
0.743,0.709,0.788,0.788,0,38,40,315,0.95,0.0,14,8
0.743,0.709,0.631,0.631,59,7,40,996,0.5,0.001,14,8
0.743,0.709,0.838,0.838,4,25,40,365,0.8,0.001,14,8
0.743,0.709,0.838,0.838,3,26,40,258,0.85,0.001,14,8
0.743,0.709,0.816,0.816,2,31,40,200,0.9,0.001,14,8
0.743,0.709,0.788,0.788,0,38,40,161,0.95,0.001,14,8
0.743,0.709,0.631,0.631,59,7,40,871,0.5,0.003,14,8
0.743,0.709,0.838,0.838,4,25,40,321,0.8,0.003,14,8
0.743,0.709,0.838,0.838,3,26,40,214,0.85,0.003,14,8
0.743,0.709,0.816,0.816,2,31,40,156,0.9,0.003,14,8
0.743,0.709,0.788,0.788,0,38,40,117,0.95,0.003,14,8
0.743,0.709,0.631,0.631,59,7,40,656,0.5,0.006,14,8
0.743,0.709,0.838,0.838,4,25,40,273,0.8,0.006,14,8
0.743,0.709,0.838,0.838,3,26,40,166,0.85,0.006,14,8
0.743,0.709,0.816,0.816,2,31,40,108,0.9,0.006,14,8
0.743,0.709,0.788,0.788,0,38,40,69,0.95,0.006,14,8
0.743,0.709,0.631,0.631,59,7,40,388,0.5,0.011,14,8
0.743,0.709,0.838,0.838,4,25,40,140,0.8,0.011,14,8
0.743,0.709,0.827,0.827,3,28,40,95,0.85,0.011,14,8
0.743,0.709,0.816,0.816,2,31,40,67,0.9,0.011,14,8
0.743,0.709,0.788,0.788,0,38,40,28,0.95,0.011,14,8
0.743,0.698,0.631,0.631,59,7,40,183,0.5,0.022,14,8
0.743,0.698,0.844,0.844,3,25,40,57,0.8,0.022,14,8
0.743,0.698,0.827,0.827,3,28,40,44,0.85,0.022,14,8
0.743,0.698,0.816,0.816,2,31,40,37,0.9,0.022,14,8
0.743,0.698,0.788,0.788,0,38,40,15,0.95,0.022,14,8
0.743,0.615,0.631,0.631,59,7,40,66,0.5,0.045,14,8
0.743,0.615,0.832,0.832,2,28,40,13,0.8,0.045,14,8
0.743,0.615,0.816,0.816,2,31,40,12,0.85,0.045,14,8
0.743,0.615,0.816,0.816,2,31,40,11,0.9,0.045,14,8
0.743,0.615,0.737,0.737,0,47,40,4,0.95,0.045,14,8
0.743,0.615,0.816,0.816,14,19,40,2,0.5,0.18,14,8
0.743,0.615,0.615,0.615,0,69,40,0,0.8,0.18,14,8
0.743,0.615,0.615,0.615,0,69,40,0,0.85,0.18,14,8
0.743,0.615,0.615,0.615,0,69,40,0,0.9,0.18,14,8
0.743,0.615,0.615,0.615,0,69,40,0,0.95,0.18,14,8
0.743,0.709,0.631,0.631,59,7,42,1124,0.5,0.0,14,10
0.743,0.709,0.838,0.838,4,25,42,499,0.8,0.0,14,10
0.743,0.709,0.838,0.838,3,26,42,393,0.85,0.0,14,10
0.743,0.709,0.816,0.816,2,31,42,338,0.9,0.0,14,10
0.743,0.709,0.788,0.788,0,38,42,299,0.95,0.0,14,10
0.743,0.709,0.631,0.631,59,7,42,970,0.5,0.001,14,10
0.743,0.709,0.838,0.838,4,25,42,345,0.8,0.001,14,10
0.743,0.709,0.838,0.838,3,26,42,239,0.85,0.001,14,10
0.743,0.709,0.816,0.816,2,31,42,184,0.9,0.001,14,10
0.743,0.709,0.788,0.788,0,38,42,145,0.95,0.001,14,10
0.743,0.709,0.631,0.631,59,7,42,857,0.5,0.003,14,10
0.743,0.709,0.838,0.838,4,25,42,306,0.8,0.003,14,10
0.743,0.709,0.838,0.838,3,26,42,200,0.85,0.003,14,10
0.743,0.709,0.816,0.816,2,31,42,145,0.9,0.003,14,10
0.743,0.709,0.788,0.788,0,38,42,106,0.95,0.003,14,10
0.743,0.709,0.631,0.631,59,7,42,651,0.5,0.006,14,10
0.743,0.709,0.838,0.838,4,25,42,264,0.8,0.006,14,10
0.743,0.709,0.838,0.838,3,26,42,158,0.85,0.006,14,10
0.743,0.709,0.816,0.816,2,31,42,103,0.9,0.006,14,10
0.743,0.709,0.788,0.788,0,38,42,64,0.95,0.006,14,10
0.743,0.709,0.631,0.631,59,7,42,384,0.5,0.011,14,10
0.743,0.709,0.838,0.838,4,25,42,135,0.8,0.011,14,10
0.743,0.709,0.827,0.827,3,28,42,95,0.85,0.011,14,10
0.743,0.709,0.816,0.816,2,31,42,67,0.9,0.011,14,10
0.743,0.709,0.788,0.788,0,38,42,28,0.95,0.011,14,10
0.743,0.698,0.631,0.631,59,7,42,184,0.5,0.022,14,10
0.743,0.698,0.844,0.844,3,25,42,54,0.8,0.022,14,10
0.743,0.698,0.827,0.827,3,28,42,44,0.85,0.022,14,10
0.743,0.698,0.816,0.816,2,31,42,37,0.9,0.022,14,10
0.743,0.698,0.788,0.788,0,38,42,14,0.95,0.022,14,10
0.743,0.615,0.631,0.631,59,7,42,68,0.5,0.045,14,10
0.743,0.615,0.832,0.832,2,28,42,15,0.8,0.045,14,10
0.743,0.615,0.816,0.816,2,31,42,14,0.85,0.045,14,10
0.743,0.615,0.816,0.816,2,31,42,13,0.9,0.045,14,10
0.743,0.615,0.737,0.737,0,47,42,5,0.95,0.045,14,10
0.743,0.615,0.816,0.816,14,19,42,1,0.5,0.18,14,10
0.743,0.615,0.615,0.615,0,69,42,0,0.8,0.18,14,10
0.743,0.615,0.615,0.615,0,69,42,0,0.85,0.18,14,10
0.743,0.615,0.615,0.615,0,69,42,0,0.9,0.18,14,10
0.743,0.615,0.615,0.615,0,69,42,0,0.95,0.18,14,10
0.743,0.709,0.631,0.631,59,7,44,1132,0.5,0.0,14,12
0.743,0.709,0.838,0.838,4,25,44,508,0.8,0.0,14,12
0.743,0.709,0.838,0.838,3,26,44,404,0.85,0.0,14,12
0.743,0.709,0.816,0.816,2,31,44,352,0.9,0.0,14,12
0.743,0.709,0.788,0.788,0,38,44,314,0.95,0.0,14,12
0.743,0.709,0.631,0.631,59,7,44,975,0.5,0.001,14,12
0.743,0.709,0.838,0.838,4,25,44,351,0.8,0.001,14,12
0.743,0.709,0.838,0.838,3,26,44,247,0.85,0.001,14,12
0.743,0.709,0.816,0.816,2,31,44,195,0.9,0.001,14,12
0.743,0.709,0.788,0.788,0,38,44,157,0.95,0.001,14,12
0.743,0.709,0.631,0.631,59,7,44,859,0.5,0.003,14,12
0.743,0.709,0.838,0.838,4,25,44,311,0.8,0.003,14,12
0.743,0.709,0.838,0.838,3,26,44,207,0.85,0.003,14,12
0.743,0.709,0.816,0.816,2,31,44,155,0.9,0.003,14,12
0.743,0.709,0.788,0.788,0,38,44,117,0.95,0.003,14,12
0.743,0.709,0.631,0.631,59,7,44,639,0.5,0.006,14,12
0.743,0.709,0.838,0.838,4,25,44,257,0.8,0.006,14,12
0.743,0.709,0.838,0.838,3,26,44,153,0.85,0.006,14,12
0.743,0.709,0.816,0.816,2,31,44,101,0.9,0.006,14,12
0.743,0.709,0.788,0.788,0,38,44,63,0.95,0.006,14,12
0.743,0.709,0.631,0.631,59,7,44,381,0.5,0.011,14,12
0.743,0.709,0.838,0.838,4,25,44,132,0.8,0.011,14,12
0.743,0.709,0.827,0.827,3,28,44,92,0.85,0.011,14,12
0.743,0.709,0.816,0.816,2,31,44,64,0.9,0.011,14,12
0.743,0.709,0.788,0.788,0,38,44,26,0.95,0.011,14,12
0.743,0.698,0.631,0.631,59,7,44,178,0.5,0.022,14,12
0.743,0.698,0.844,0.844,3,25,44,52,0.8,0.022,14,12
0.743,0.698,0.827,0.827,3,28,44,42,0.85,0.022,14,12
0.743,0.698,0.816,0.816,2,31,44,35,0.9,0.022,14,12
0.743,0.698,0.788,0.788,0,38,44,13,0.95,0.022,14,12
0.743,0.615,0.631,0.631,59,7,44,67,0.5,0.045,14,12
0.743,0.615,0.832,0.832,2,28,44,15,0.8,0.045,14,12
0.743,0.615,0.816,0.816,2,31,44,14,0.85,0.045,14,12
0.743,0.615,0.816,0.816,2,31,44,12,0.9,0.045,14,12
0.743,0.615,0.737,0.737,0,47,44,5,0.95,0.045,14,12
0.743,0.615,0.816,0.816,14,19,44,1,0.5,0.18,14,12
0.743,0.615,0.615,0.615,0,69,44,0,0.8,0.18,14,12
0.743,0.615,0.615,0.615,0,69,44,0,0.85,0.18,14,12
0.743,0.615,0.615,0.615,0,69,44,0,0.9,0.18,14,12
0.743,0.615,0.615,0.615,0,69,44,0,0.95,0.18,14,12
0.743,0.726,0.631,0.631,59,7,46,1164,0.5,0.0,14,14
0.743,0.726,0.832,0.832,5,25,46,526,0.8,0.0,14,14
0.743,0.726,0.832,0.832,4,26,46,421,0.85,0.0,14,14
0.743,0.726,0.81,0.81,3,31,46,367,0.9,0.0,14,14
0.743,0.726,0.788,0.799,0,36,46,335,0.95,0.0,14,14
0.743,0.726,0.631,0.631,59,7,46,996,0.5,0.001,14,14
0.743,0.726,0.832,0.832,5,25,46,358,0.8,0.001,14,14
0.743,0.726,0.832,0.832,4,26,46,253,0.85,0.001,14,14
0.743,0.726,0.81,0.81,3,31,46,199,0.9,0.001,14,14
0.743,0.726,0.788,0.799,0,36,46,167,0.95,0.001,14,14
0.743,0.726,0.631,0.631,59,7,46,858,0.5,0.003,14,14
0.743,0.726,0.832,0.832,5,25,46,308,0.8,0.003,14,14
0.743,0.726,0.832,0.832,4,26,46,203,0.85,0.003,14,14
0.743,0.726,0.81,0.81,3,31,46,149,0.9,0.003,14,14
0.743,0.726,0.788,0.799,0,36,46,117,0.95,0.003,14,14
0.743,0.726,0.631,0.631,59,7,46,633,0.5,0.006,14,14
0.743,0.726,0.832,0.832,5,25,46,254,0.8,0.006,14,14
0.743,0.726,0.832,0.832,4,26,46,149,0.85,0.006,14,14
0.743,0.726,0.81,0.81,3,31,46,95,0.9,0.006,14,14
0.743,0.726,0.788,0.799,0,36,46,63,0.95,0.006,14,14
0.743,0.709,0.631,0.631,59,7,46,370,0.5,0.011,14,14
0.743,0.709,0.832,0.832,5,25,46,131,0.8,0.011,14,14
0.743,0.709,0.821,0.821,4,28,46,89,0.85,0.011,14,14
0.743,0.709,0.81,0.81,3,31,46,59,0.9,0.011,14,14
0.743,0.709,0.788,0.788,0,38,46,27,0.95,0.011,14,14
0.743,0.698,0.631,0.631,59,7,46,171,0.5,0.022,14,14
0.743,0.698,0.844,0.844,3,25,46,47,0.8,0.022,14,14
0.743,0.698,0.827,0.827,3,28,46,37,0.85,0.022,14,14
0.743,0.698,0.816,0.816,2,31,46,31,0.9,0.022,14,14
0.743,0.698,0.788,0.788,0,38,46,12,0.95,0.022,14,14
0.743,0.615,0.631,0.631,59,7,46,63,0.5,0.045,14,14
0.743,0.615,0.832,0.832,2,28,46,13,0.8,0.045,14,14
0.743,0.615,0.816,0.816,2,31,46,12,0.85,0.045,14,14
0.743,0.615,0.816,0.816,2,31,46,11,0.9,0.045,14,14
0.743,0.615,0.737,0.737,0,47,46,4,0.95,0.045,14,14
0.743,0.615,0.816,0.816,14,19,46,1,0.5,0.18,14,14
0.743,0.615,0.615,0.615,0,69,46,0,0.8,0.18,14,14
0.743,0.615,0.615,0.615,0,69,46,0,0.85,0.18,14,14
0.743,0.615,0.615,0.615,0,69,46,0,0.9,0.18,14,14
0.743,0.615,0.615,0.615,0,69,46,0,0.95,0.18,14,14
0.743,0.743,0.631,0.631,59,7,48,1240,0.5,0.0,14,16
0.743,0.743,0.832,0.832,5,25,48,573,0.8,0.0,14,16
0.743,0.743,0.832,0.832,4,26,48,463,0.85,0.0,14,16
0.743,0.743,0.81,0.81,3,31,48,408,0.9,0.0,14,16
0.743,0.743,0.788,0.799,0,36,48,365,0.95,0.0,14,16
0.743,0.743,0.631,0.631,59,7,48,1064,0.5,0.001,14,16
0.743,0.743,0.832,0.832,5,25,48,397,0.8,0.001,14,16
0.743,0.743,0.832,0.832,4,26,48,287,0.85,0.001,14,16
0.743,0.743,0.81,0.81,3,31,48,232,0.9,0.001,14,16
0.743,0.743,0.788,0.799,0,36,48,189,0.95,0.001,14,16
0.743,0.743,0.631,0.631,59,7,48,909,0.5,0.003,14,16
0.743,0.743,0.832,0.832,5,25,48,340,0.8,0.003,14,16
0.743,0.743,0.832,0.832,4,26,48,230,0.85,0.003,14,16
0.743,0.743,0.81,0.81,3,31,48,175,0.9,0.003,14,16
0.743,0.743,0.788,0.799,0,36,48,132,0.95,0.003,14,16
0.743,0.743,0.631,0.631,59,7,48,672,0.5,0.006,14,16
0.743,0.743,0.832,0.832,5,25,48,283,0.8,0.006,14,16
0.743,0.743,0.832,0.832,4,26,48,173,0.85,0.006,14,16
0.743,0.743,0.81,0.81,3,31,48,118,0.9,0.006,14,16
0.743,0.743,0.788,0.799,0,36,48,75,0.95,0.006,14,16
0.743,0.726,0.631,0.631,59,7,48,389,0.5,0.011,14,16
0.743,0.726,0.832,0.832,5,25,48,145,0.8,0.011,14,16
0.743,0.726,0.821,0.821,4,28,48,100,0.85,0.011,14,16
0.743,0.726,0.81,0.81,3,31,48,72,0.9,0.011,14,16
0.743,0.726,0.788,0.788,0,38,48,29,0.95,0.011,14,16
0.743,0.698,0.631,0.631,59,7,48,181,0.5,0.022,14,16
0.743,0.698,0.844,0.844,3,25,48,56,0.8,0.022,14,16
0.743,0.698,0.827,0.827,3,28,48,45,0.85,0.022,14,16
0.743,0.698,0.816,0.816,2,31,48,38,0.9,0.022,14,16
0.743,0.698,0.788,0.788,0,38,48,13,0.95,0.022,14,16
0.743,0.615,0.631,0.631,59,7,48,63,0.5,0.045,14,16
0.743,0.615,0.832,0.832,2,28,48,15,0.8,0.045,14,16
0.743,0.615,0.816,0.816,2,31,48,14,0.85,0.045,14,16
0.743,0.615,0.816,0.816,2,31,48,13,0.9,0.045,14,16
0.743,0.615,0.737,0.737,0,47,48,4,0.95,0.045,14,16
0.743,0.615,0.816,0.816,14,19,48,1,0.5,0.18,14,16
0.743,0.615,0.615,0.615,0,69,48,0,0.8,0.18,14,16
0.743,0.615,0.615,0.615,0,69,48,0,0.85,0.18,14,16
0.743,0.615,0.615,0.615,0,69,48,0,0.9,0.18,14,16
0.743,0.615,0.615,0.615,0,69,48,0,0.95,0.18,14,16
0.743,0.743,0.631,0.631,59,7,50,1261,0.5,0.0,14,18
0.743,0.743,0.832,0.832,5,25,50,572,0.8,0.0,14,18
0.743,0.743,0.832,0.832,4,26,50,461,0.85,0.0,14,18
0.743,0.743,0.81,0.81,3,31,50,405,0.9,0.0,14,18
0.743,0.743,0.788,0.799,0,36,50,364,0.95,0.0,14,18
0.743,0.743,0.631,0.631,59,7,50,1086,0.5,0.001,14,18
0.743,0.743,0.832,0.832,5,25,50,397,0.8,0.001,14,18
0.743,0.743,0.832,0.832,4,26,50,286,0.85,0.001,14,18
0.743,0.743,0.81,0.81,3,31,50,230,0.9,0.001,14,18
0.743,0.743,0.788,0.799,0,36,50,189,0.95,0.001,14,18
0.743,0.743,0.631,0.631,59,7,50,929,0.5,0.003,14,18
0.743,0.743,0.832,0.832,5,25,50,340,0.8,0.003,14,18
0.743,0.743,0.832,0.832,4,26,50,229,0.85,0.003,14,18
0.743,0.743,0.81,0.81,3,31,50,173,0.9,0.003,14,18
0.743,0.743,0.788,0.799,0,36,50,132,0.95,0.003,14,18
0.743,0.743,0.631,0.631,59,7,50,687,0.5,0.006,14,18
0.743,0.743,0.832,0.832,5,25,50,281,0.8,0.006,14,18
0.743,0.743,0.832,0.832,4,26,50,170,0.85,0.006,14,18
0.743,0.743,0.81,0.81,3,31,50,114,0.9,0.006,14,18
0.743,0.743,0.788,0.799,0,36,50,73,0.95,0.006,14,18
0.743,0.726,0.631,0.631,59,7,50,395,0.5,0.011,14,18
0.743,0.726,0.832,0.832,5,25,50,140,0.8,0.011,14,18
0.743,0.726,0.821,0.821,4,28,50,95,0.85,0.011,14,18
0.743,0.726,0.81,0.81,3,31,50,69,0.9,0.011,14,18
0.743,0.726,0.788,0.788,0,38,50,28,0.95,0.011,14,18
0.743,0.698,0.631,0.631,59,7,50,171,0.5,0.022,14,18
0.743,0.698,0.844,0.844,3,25,50,54,0.8,0.022,14,18
0.743,0.698,0.827,0.827,3,28,50,42,0.85,0.022,14,18
0.743,0.698,0.816,0.816,2,31,50,37,0.9,0.022,14,18
0.743,0.698,0.788,0.788,0,38,50,12,0.95,0.022,14,18
0.743,0.615,0.631,0.631,59,7,50,64,0.5,0.045,14,18
0.743,0.615,0.832,0.832,2,28,50,15,0.8,0.045,14,18
0.743,0.615,0.816,0.816,2,31,50,14,0.85,0.045,14,18
0.743,0.615,0.816,0.816,2,31,50,13,0.9,0.045,14,18
0.743,0.615,0.737,0.737,0,47,50,4,0.95,0.045,14,18
0.743,0.615,0.816,0.816,14,19,50,1,0.5,0.18,14,18
0.743,0.615,0.615,0.615,0,69,50,0,0.8,0.18,14,18
0.743,0.615,0.615,0.615,0,69,50,0,0.85,0.18,14,18
0.743,0.615,0.615,0.615,0,69,50,0,0.9,0.18,14,18
0.743,0.615,0.615,0.615,0,69,50,0,0.95,0.18,14,18
0.743,0.709,0.631,0.631,59,7,38,1058,0.5,0.0,16,4
0.743,0.709,0.793,0.793,2,35,38,490,0.8,0.0,16,4
0.743,0.709,0.793,0.793,1,36,38,389,0.85,0.0,16,4
0.743,0.709,0.737,0.737,0,47,38,334,0.9,0.0,16,4
0.743,0.709,0.737,0.737,0,47,38,301,0.95,0.0,16,4
0.743,0.709,0.631,0.631,59,7,38,904,0.5,0.001,16,4
0.743,0.709,0.793,0.793,2,35,38,336,0.8,0.001,16,4
0.743,0.709,0.793,0.793,1,36,38,235,0.85,0.001,16,4
0.743,0.709,0.737,0.737,0,47,38,180,0.9,0.001,16,4
0.743,0.709,0.737,0.737,0,47,38,147,0.95,0.001,16,4
0.743,0.709,0.631,0.631,59,7,38,805,0.5,0.003,16,4
0.743,0.709,0.793,0.793,2,35,38,299,0.8,0.003,16,4
0.743,0.709,0.793,0.793,1,36,38,198,0.85,0.003,16,4
0.743,0.709,0.737,0.737,0,47,38,143,0.9,0.003,16,4
